,Name,Comment,stopword_comment,Hasil Sentimen
148,Dhilla Royantina,Kami mengharapkan agar diperhatikan juga nasib janda dan anak-anak yang diperbudak. Hapuskan perbudakan dan perdagangan manusia ini. Kami sangat berharap keadilan dan keajaiban.,mengharapkan diperhatikan nasib janda anak anak diperbudak hapuskan perbudakan perdagangan manusia berharap keadilan keajaiban,Negatif
149,Dwi Ayu aprilia,Kerempeng bisa apa,kerempeng,Positif
150,Dhilla Royantina,Hentikan perbudakan dan perdagangan manusia terutama pada janda dan anak-anak.,hentikan perbudakan perdagangan manusia janda anak anak,Negatif
151,HJKM,Pak jokowi kembalikan BP2MI jadi BNP2TKI seperti dulu . Karena selama ini bapak telah salah pilih orang . Benyy rhamdany tidak serius bekerja di BP2MI,jokowi kembalikan bpmi bnptki salah pilih orang beny rhamdany serius bpmi,Negatif
152,Yansen Mar,Bravo Pak President... siap mendukung 👍🏻,bravo presiden mendukung,Positif
153,Amy S.Bachri,"Dari jauh.. Saya  hy org biasa.. hy bs Bantu dgn Doa2.. 🙏🏻🙏🏻
Semoga Allah SWT.. selalu melindungi dan Menjaga keamanan dan Keselamatan Bangsa Negara Indonesia.. dan President kita.. 
Pa Jokowi… Amin.. 🙏🏻🙏🏻",hy orang hy bantu doa semoga allah swt melindungi menjaga keamanan keselamatan bangsa negara indonesia presiden jokowi amin,Positif
154,siska saputri,selalu terbuka itu yg terbaik agar rakyat yakin dgn pemerintah,terbuka terbaik rakyat pemerintah,Negatif
155,HJKM,BP2MI silahkan di cek banyak aduan & menyengsarakan cpmi korsel  . Banyak suara yg meminta tolong kepada pak jokowi tapi tidak pernah sampai . Hingga 2 tahun nasib kami terlunta lunta 🇮🇩🇰🇷,bpmi silahkan cek aduan menyengsarakan cpmi korsel suara tolong jokowi hinga nasib terlunta lunta,Negatif
156,Odhi Missa,Bapak Jokowi terbaik👍👍👍👍,jokowi terbaik,Positif
157,ʎuos,Pak kpn main ke kediri ?,main kediri,Positif
158,Ikka Hangkiho,😂😂😂 knpa kontolnya pak di remas2😂😂😂,kontolnya remas,Negatif
159,Amir Rudin,"MK juga ikut ikutan berpolitik, MK juga sudah di susupi oligarki, inilah yang di katakan oleh bung Karno, tantangan yang paling berat adalah Negara menjajah kepada rakyatnya sendiri, dan inilah faktanya",mk ikutan berpolitik mk susupi oligarki karno tantangan berat negara menjajah rakyatnya faktanya,Negatif
160,Reni Anggraini,UU dicipta kalaupundilapangan tidak diterapkan percuma dibuat RUU contoh Gaji yg diwajibkan sekian per provinsi beda tapi faktanya ttp gaji TDK sama .....untuk apa dipermasalahkan lagi sudah capek semoga Allah melindungi kita semua amin 🙏,dicipta kalaupundilapangan diterapkan contoh gaji diwajibkan sekian provinsi beda faktanya gaji dipermasalahkan lelah semoga allah melindungi amin,Positif
161,pria tamvan,"Alhamdulillah, d batal kan mk",alhamdulilah batal mk,Positif
162,Irwan Sitepu,"Aneh bin ajaib disrh diperbaiki berarti salah, tapi tetap berlaku sampai perbaikan selama 2 thn, jadi menjalankan yg salah???...🙏...",aneh bin ajaib disrh diperbaiki salah berlaku perbaikan menjalankan salah,Negatif
163,Benny Yuniarto,PENDIDIKAN GRATIS PAK!!! biaya masuk univ..muaahaall banget nih!!! wkwkwkwk eh terserah deng...,pendidikan gratis biaya masuk univ mahal banget wkwkwkwk eh terserah deng,Negatif
164,Ardi Sefriansah,Tetap tolak dan kawal UU cipta kerja.,tolak kawal cipta kerja,Negatif
165,Ramliah. R Lukman,"Klau begitu,,,,kita akan turun besar2an,,,tgguimi",klau turun besaran tguimi,Negatif
166,Suyanto Sitar kamsan,cipta lapangan kerja......,cipta lapangan kerja,Positif
167,Deni Fasa,"sekarang produk jarang laku kasihan pengusaha....yg penting kaum pekerja.nerima dulu belajar pada vietnam ..kagak ngeluh ...ini demo2 ..terus..coba ..sekarang covid belum benar2....berez...sabarlah  .belajar pada pencari kerja dan penggangguran...yg di phk yg penting bisa makan ngontrak..itu aja .
kami sama akibat covid...ini babak belur",produk jarang laku kasihan pengusaha kaum pekerja nerima belajar vietnam ngeluh demo coba covid berez sabarlah belajar pencari kerja penganguran phk makan ngontrak akibat covid babak belur,Negatif
168,suyadi Juliadi,"Lihat berdirinya mr LBP berbeda dr pejabat yg lain, baca terus pak presiden, jangan melihat yg lain, nanti bisa salah fokus, salah tafsir, akibatnya rakyat bingung..krn MK nya memberi keputusan banci,",lihat berdirinya mr lbp berbeda pejabat baca presiden salah fokus salah tafsir akibatnya rakyat bingung mk keputusan banci,Negatif
169,Sumanto Darmawan,"Pemerintah pak Jokowi bekerja unt
Kebaikan rakyat Indonesia agar tercipta lapangan kerja yg banyak & luas diberbagai bidang tapi buruh dg libur banyak serta produktivitas yg kurang tetap menuntut upah tinggi hadehhhhhhh",pemerintah jokowi untkebaikan rakyat indonesia tercipta lapangan kerja luas diberbagai bidang buruh libur produktivitas menuntut upah tingi hadeh,Negatif
170,Mochammad Subekhi,"Sehat pikiran sehat badan 
Harus patuhi hukum dari MK
Itu baru presiden sy
Jangan sampai rakyat kecewa",sehat pikiran sehat badan patuhi hukum mkitu presiden syjangan rakyat kecewa,Negatif
171,achmad sumianto,"Mantap banget pak presiden haji Jokowi Widodo 👍👍😘😘 sehat wal'afiat,,umur panjang y pak presiden haji Jokowi Widodo 🤲 Aamiin yehrobel Alamin 🤲🤲",mantap banget presiden haji jokowi widodo sehat wal afiat umur presiden haji jokowi widodo amin yehrobel alamin,Positif
172,Pizay TV,"PEMERINTAH KOK ANEH YA, MEMBUAT PASAL BERJAMAAH, DPR DAN PEMERINTAH (MENTERI DAN PERESIDEN). KOK HASILNYA JELEK YA??? SUDAH DI BATALKAN HUKUM TAPI KOK MASIH DI JALANKAN... KATANYA PATUH HUKUM... TAPI KOK DIA KONFRENSI PERS MEBATALAKAN HUKUM...",pemerintah aneh pasal berjamah dpr pemerintah menteri peresiden hasilnya jelek batalkan hukum jalankan patuh hukum konfrensi pers mebatalakan hukum,Negatif
173,Gatot Andawanto,"OMNIBUS LAW (UU Cipta Kerja) 
 
Pendahuluan:
* Omnibus berasal dari bahasa Latin artinya ""dari segalanya"" atau bisa juga diartikan sebagai ""untuk semua""
* Law dalam bahasa Inggris artinya ""hukum"".
* Negara-negara yang menerapkan Omnibus Law, antara lain:
- Amerika Serikat, pertama disebut The Compromise of 1850 (1850), kemudian Omnibus Act (1868 diperbarui 1889), lalu Omnibus Bill (1993): yang diberi julukan ""The Big Ugly"" (Si Jelek Besar) karena ada tagihan denda yang sangat besar bila melanggar peraturannya. 
- Kanada, pertama ""Criminal Law Amendment Act"" atau KUHP (1968), kemudian regulasi ""Jobs and Growth Act"" (2012), serta ""Budget Implementation Act"" (2018).
- Irlandia (1941) 
- Australia (1942 diperbarui 1957) 
- Serbia (2012) 
- Selandia Baru (2016) 
* Omnibus law di Indonesia, dinamakan Undang-Undang Cipta Kerja dapat julukan Undang-Undang Sapu Jagad karena berisi peraturan untuk banyak sektor, yaitu:
a. kelautan dan perikanan, 
b. pertanian;
c. kehutanan;
d. energi dan sumber daya mineral;
e. ketenaganukliran;
f. perindustrian; 
g. perdagangan, metrologi legal, jaminan produk halal, dan standardisasi penilaian kesesuian;
h. pekerjaan umum dan perumahan rakyat
i. transportasi; 
j. kesehatan, obat dan makanan;
k. pendidikan dan kebudayaan(*);
l. pariwisata;
m. keagamaan;
n. pos, telekomunikasi, dan penyiaran (*); dan
o. pertahanan dan keamanan.
-> catatan: (*) dan kewenangan perizinan oleh kepala daerah, dicabut dari omnibus law. 

Latar Belakang:
* Permasalahan utama di Indonesia dalam hal ekonomi dan investasi itu, adalah masalah korupsi, dan masalah inefisiensi birokrasi, serta masalah perizinan yang sulit dan rumit, sehingga Jokowi berusaha memangkas sebanyak mungkin regulasi yang menghambat dalam sebuah omnibus law yang dinamakan Undang-Undang Cipta Kerja. 
* Jokowi melalui omnibus law tersebut, berharap negara ini menjadi negara yang fleksibel menghadapi perubahan zaman dan adaptif mengikuti kemajuan teknologi, serta semakin efisien dalam manajemen waktu, dimana hal-hal tersebut dibutuhkan karena dewasa ini negara yang dapat menguasai perekonomian adalah  negara yang responsif cepat tanggap atas segala fenomena bisnis. 
* Jokowi melalui omnibus law tersebut, juga berharap bangsa ini menjadi sumber daya manusia (sdm) yang memiliki mental maupun karakter baru yang tidak lagi mudah terjebak pada pola-pola linier, monoton, rutinitas, dan perangkap kemapanan di zona nyaman, tetapi menjadi sdm yang penuh spirit, inisiatif, aktif, antusias, dinamis, positif, dan optimis, serta mempunyai kebiasaan baru yang selalu berusaha kreatif atau inovatif dalam menjalankan usaha, dan produktif dalam bekerja. 
* Jokowi dalam usaha menyusun omnibus law tersebut, terinspirasi oleh Omnibus Bill di Amerika Serikat yang bila seorang menteri membuat peraturan baru, harus bisa menghapus 2 peraturan menteri lainnya yang berlaku sebelumnya, menjadi peraturan yang memudahkan dan lebih sederhana. 
* Jokowi melihat kenyataan bahwa Indonesia adalah salah satu negara yang paling rumit di dunia dalam hal perizinan, menempati urutan teratas sesudah Yunani dan sebelum Brazil berdasarkan 76 yuridiksi yang disurvei oleh TMF Group dalam laporannya berjudul ""The Global Business Complexity Index"",  pada awal Juni 2019

Maksud:
* Omnibus law yang dinamakan Undang-Undang Cipta Kerja itu, disusun atas bagian², paragraf², pasal², dan ayat²,  merupakan gabungan dan ringkasan sejumlah undang-undang dengan mengubah atau menghapus ketentuan yang berlaku sebelumnya, dan/atau menetapkan pengaturan baru. 
* Memberi kemudahan dan penyederhanaan perizinan untuk investasi agar semakin banyak tersedia lapangan kerja dan memberdayakan UMKM menjadi fokus utama pemerintah Indonesia. 

Tujuan:
Transformasi ekonomi dan transparasi birokrasi dengan visi ke depan untuk mencapai tujuan Indonesia maju di 2045.

Pihak-pihak yang menentang Undang-Undang Cipta Kerja ini:
- Pengusaha hitam yang dirugikan kepentingannya;
- Birokrat koruptor;
- PNS yang keenakan di zona nyaman;
- Pihak yang kehilangan otoritas dengan adanya Undang-Undang Cipta Kerja ini;
- Pihak yang sakit hati tidak kebagian kue kekuasaan;
- Pihak yang terprovokasi hoax yang ditebar para pembenci Jokowi dan pemerintahannya;
- Pihak yang berpropaganda sok bela buruh dan rakyat, kemudian melakukan agitasi kepada massa tertentu dihasut untuk demo, padahal yang terhasut tidak paham bahkan tidak pernah membaca isi Undang-Undang Cipta Kerja tersebut;
- Pihak yang dungu mau saja diperdaya dan diperalat untuk anarki berbuat kerusuhan agar terjadi huru-hara sampai terjadi kekacauan tak terkendali dengan harapan dapat dijadikan ajang untuk makar oleh mereka yang bernafsu merebut kekuasaan. 

Polemik:
* Tidak ada undang-undang yang dibuat oleh suatu negara dimana pun di dunia ini yang bisa dirasa adil memuaskan seluruh rakyat, karena undang-undang itu bukan kitab suci yang menjanjikan  surga, melainkan aturan main menjalani hidup berbangsa dan bernegara. 
* Undang-undang Cipta Kerja misalnya, meskipun bermaksud menjamin hak-hak tenaga kerja, tetapi itu bukan berarti untuk kepentingan mereka saja, karena perusahaan pemberi kerja juga diberi keleluasaan menjalankan usahanya, sehingga kedua belah pihak diberlakukan sebagai mitra setara, sama-sama diuntungkan.

Motivasi:
* Bila menjadi pekerja di sebuah perusahaan atau sudah bolak-balik pindah kerja namun tidak pernah merasakan peningkatan kesejahteraan, maka perlu diketahui bahwa undang-undang tersebut juga mendorong untuk mandiri, membuka usaha sendiri, menjalankan usaha sendiri.
* Memang tidak mudah memulai sebuah usaha, karena butuh niat, minat, kemauan, kemampuan dan semangat tinggi dengan keyakinan berhasil serta punya karakter yang kuat maupun mental yang tangguh, artinya tidak mudah menyerah dengan kegagalan dan tidak berkeluh kesah menghadapi kesulitan atau hambatan. 

Regulasi:
1. Undang-Undang Nomor 11 Tahun 2020 tentang Cipta Kerja
https://www.setneg.go.id/view/index/undang_undang_republik_indonesia_nomor_11_tahun_2020_tentang_cipta_kerja
2. Draft final RUU Cipta Kerja
https://drive.google.com/file/d/1l2Gb7xlI9ldrP6IDmLv5Xal4Rv-D1zBN/view?usp=drivesdk
3. United States Omnibus Bill, title: ""Omnibus Budget Reconciliation Act of 1993""
https://www.congress.gov/bill/103rd-congress/house-bill/2264

Referensi:
1. Menelusuri Asal-Usul Konsep Omnibus Law
https://pro.hukumonline.com/berita/baca/lt5e2c1e4de971a/menelusuri-asal-usul-konsep-omnibus-law?page=all
2. Omnibus Bill: Historical
https://en.m.wikipedia.org/wiki/Omnibus_bill#Historical_examples
3. Omnibus spending bill
https://en.m.wikipedia.org/wiki/Omnibus_spending_bill
4. The Global Business Complexity Index
https://www.tmf-group.com/en/news-insights/publications/2019/global-business-complexity-index/",omnibus law cipta kerja pendahuluan omnibus berasal bahasa latin diartikan law bahasa ingris hukum negara negara menerapkan omnibus law amerika serikat the compromise of omnibus act diperbarui omnibus bil julukan the big ugly si jelek tagihan denda melangar peraturanya kanada criminal law amendment act kuhp regulasi jobs and growth act budget implementation act irlandia australia diperbarui serbia selandia omnibus law indonesia dinamakan undang undang cipta kerja julukan undang undang sapu jagad berisi peraturan sektor kelautan perikanan pertanian kehutanan energi sumber daya mineral ketenaganukliran perindustrian perdagangan metrologi legal jaminan produk halal standardisasi penilaian kesesuian pekerjan perumahan rakyati transportasi kesehatan obat makanan pendidikan kebudayan pariwisata keagaman pos telekomunikasi penyiaran dano pertahanan keamanan catatan kewenangan perizinan kepala daerah dicabut omnibus law latar permasalahan utama indonesia ekonomi investasi korupsi inefisiensi birokrasi perizinan sulit rumit sehinga jokowi berusaha memangkas regulasi menghambat omnibus law dinamakan undang undang cipta kerja jokowi omnibus law berharap negara negara fleksibel menghadapi perubahan zaman adaptif mengikuti kemajuan teknologi efisien manajemen dimana dibutuhkan dewasa negara menguasai perekonomian negara responsif cepat tangap fenomena bisnis jokowi omnibus law berharap bangsa sumber daya manusia sdm memiliki mental karakter mudah terjebak pola pola linier monoton rutinitas perangkap kemapanan zona nyaman sdm penuh spirit inisiatif aktif antusias dinamis positif optimis kebiasan berusaha kreatif inovatif menjalankan usaha produktif jokowi usaha menyusun omnibus law terinspirasi omnibus bil amerika serikat menteri peraturan menghapus peraturan menteri lainya berlaku peraturan memudahkan sederhana jokowi kenyatan indonesia salah negara rumit dunia perizinan menempati urutan teratas yunani brazil berdasarkan yuridiksi disurvei tmf group laporanya berjudul the global busines complexity index juni maksud omnibus law dinamakan undang undang cipta kerja disusun paragraf pasal ayat gabungan ringkasan undang undang mengubah menghapus ketentuan berlaku menetapkan pengaturan kemudahan penyederhanan perizinan investasi tersedia lapangan kerja memberdayakan umkm fokus utama pemerintah indonesia tujuan transformasi ekonomi transparasi birokrasi visi mencapai tujuan indonesia maju menentang undang undang cipta kerja pengusaha hitam dirugikan kepentinganya birokrat koruptor pns kenakan zona nyaman kehilangan otoritas undang undang cipta kerja sakit hati kebagian kue kekuasan terprovokasi isu bohong ditebar pembenci jokowi pemerintahanya berpropaganda sok bela buruh rakyat agitasi dihasut demo terhasut paham membaca isi undang undang cipta kerja bodoh diperdaya diperalat anarki berbuat kerusuhan huru hara kekacauan terkendali harapan dijadikan ajang makar bernafsu merebut kekuasan polemik undang undang negara dimana dunia dirasa adil memuaskan rakyat undang undang kitab suci menjanjikan surga aturan main menjalani hidup berbangsa bernegara undang undang cipta kerja menjamin hak hak tenaga kerja kepentingan perusahan pemberi kerja keleluasan menjalankan usahanya sehinga belah diberlakukan mitra setara diuntungkan motivasi pekerja perusahan bolak pindah kerja merasakan peningkatan kesejahteran undang undang mendorong mandiri membuka usaha menjalankan usaha mudah usaha butuh niat minat kemauan kemampuan semangat tingi keyakinan berhasil karakter kuat mental tanguh mudah menyerah kegagalan berkeluh kesah menghadapi kesulitan hambatan regulasi undang undang nomor cipta kerja draft final cipta kerja united states omnibus bil title omnibus budget reconciliation act of menelusuri usul konsep omnibus law omnibus bil historical omnibus spending bil the global busines complexity index,Negatif
174,boecah kampoeng,"@Susi Ktp begitu juga pkwt sama aja pembedanya harus pembaharuan kontrak aja,selama ini masih berjalan dengan baik bagi karyawan yg GX begitu repot ngaturnya,bagi yg bandel ya wassalam,selesai kontrak selesai juga masa kerjanya.",ktp pkwt pembedanya pembaharuan kontrak berjalan karyawan gx repot ngaturnya bandel wasalam selesai kontrak selesai kerjanya,Negatif
175,boecah kampoeng,"@Susi Ktp tempat aq kerja pkwtt setara buruh tetap dapat cuti kalau keluar dapat uang terimakasih,dapet fasilitas sama dengan yg tetap GX ada pembandingan,cuma beda di lembar kertas aja.",ktp kerja pkwt setara buruh cuti uang terimakasih fasilitas gx pembandingan beda lembar kertas,Negatif
176,Susi Ktp,Buruh pabrik dan tenaga krja perusahaan d suruh tanda tanganPKWT ATW PKWTT itu coba jelaask...klw untuk PNS dsahkn secepatny pun ga ad masalah,buruh pabrik tenaga krja perusahan suruh tanda tanganpkwt atw pkwt coba jelask pns dsahkn secepatny,Negatif
177,Siskanurfadillah Nur,"Baru paham saya,,, oke pa saya sangat setuju omni bus low",paham oke setuju omni bus,Positif
178,Mahendra deni prasetyo,@Gatot Andawanto belum tentu anak cucu mu kelak jadi apa yg kamu mau.,andawanto anak cucu mu kelak,Positif
179,Mahendra deni prasetyo,"@Gatot Andawanto kasian sodara sodar kita yang lain. Klo paham sitem CV dan kontrak di pabrik jaman sekarang,km akan tau. Klo ngk tau,belajar lagi jgn bilang Dulu dulu",andawanto kasian sodara sodar paham sitem cv kontrak pabrik jaman ngk belajar bilang,Negatif
180,Gatot Andawanto,"@Mahendra deni prasetyo saya pernah jadi jongos bagian dapur sebuah kantor, tukang bengkel motor, jadi buruh pabrik, penyelia sdm, pemasaran produk, terakhir menjadi programmer komputer dan admin server jaringan internet sebuah perusahaan properti, tetapi saya tidak pernah mengajarkan anak² saya untuk jadi buruh pabrik, saya mendidik anak² saya menjadi profesional sesuai minat dan bakat, mampu kerja mandiri setelah lulus kuliah",deni prasetyo jongos dapur kantor tukang bengkel motor buruh pabrik penyelia sdm pemasaran produk programer komputer admin server jaringan internet perusahan properti mengajarkan anak buruh pabrik mendidik anak profesional sesuai minat bakat kerja mandiri lulus kuliah,Negatif
181,Mahendra deni prasetyo,"Kasian anak cucu mu bro,, apalagi klo ada yg apes masuk pabrik dan masuk melalui CV,masa depan gak jelas...",kasian anak cucu mu saudara laki-laki sial masuk pabrik masuk cv,Positif
182,TheBudi19,Iya seharusnya mental orang indonesia itu kuat kyk negara lain bukan selalu dikasi kenyamanan klo gitu bangsa gak akan mandiri dan kreatif.,mental orang indonesia kuat negara dikasi kenyamanan bangsa mandiri kreatif,Negatif
183,Yentrizal Yentrizal,Waspada 2 investasi merugi kan nkri .merdeks,waspada investasi merugi nkri merdeks,Negatif
184,Paul Sidabutar,"Makanya banyak yg monoton dan gak kreatif..tujuannya paling PNS, Perawat lalu Polisi baru TNI
gitu2 aja kebanyakan.",monoton kreatif tujuanya pns perawat polisi tnigitu kebanyakan,Negatif
185,Fairliando Fatahilah,Awas mafia tanah berkedok yayasan aktif dan tuan tanah yang dokumennya cacat hukum di BPN Jak.pus,awas mafia tanah berkedok yayasan aktif tuan tanah dokumenya cacat hukum bpn jak pus,Negatif
186,Muhammad Ali,Semoga HRS bisa dan mau memimpin NKRI sehingga para penghianat negeri ini bisa segera diseret kepenjara....amiiin....,semoga memimpin nkri sehinga penghianat negeri diseret kepenjara amin,Positif
187,Momo Jr.,HRS siapa? Haji Rudi Salim? Temennya Rafi Ahmad yg punya usaha mobil itu yh?,haji rudi salim temenya rafi ahmad usaha mobil yh,Negatif
188,risma aulia,Suka2 kalian MK satu kolam dlm rezim buat saja supaya rakyat mangkin susah,suka mk kolam rezim rakyat mangkin susah,Negatif
189,ra hmat,"pro investor yang sejatinya orang2 kaya yang ingin semakin kaya bahkan 7 turunan mereka sendiri , gimana umkm bisa scale up jadi pengusaha besar  ??",profesional investor sejatinya orang kaya kaya turunan umkm scale up pengusaha,Negatif
190,Dahlan daman,Pak presiden pecat dong peng peng itu yang merusak tatanan kehidupan bangsa dan negara ( peng2 penguasa merangkap pengusaha ),presiden pecat peng peng merusak tatanan kehidupan bangsa negara peng penguasa merangkap pengusaha,Negatif
191,Ahmad Rafli,masukkan pejabat intelektual drpd popularitas pakde ke badan pemerintahan lanjutkan smoga shat slalu smoga pakde dituntun agenda nya lancar dan berkah oleh Allah swt,masukan pejabat intelektual popularitas pakde badan pemerintahan lanjutkan smoga shat smoga pakde dituntun agenda lancar berkah allah swt,Positif
192,Romulo 88,Ini baru presiden hebat.......tegas jelas bertanggung jawab....mandegani tidak lecah leceh bikin rakyat tenang....mantab bapsk presidenku maju terus,presiden hebat bertangung mandegani lecah leceh bikin rakyat tenang mantab bapsk presidenku maju,Negatif
193,Bajok Lumbantoruan,"Bagus , dan mantap",bagus mantap,Positif
194,Ayi Haris,"ayo mengaji Al-qur'an dan hadist serta mengamalkannya,agar kita selamat dunia akhirat",ayo mengaji al qur an hadist mengamalkanya selamat dunia akhirat,Negatif
195,RioEditing -,hidup buruh 💪,hidup buruh,Negatif
196,freshoot,"budaya indo adlh FEODAL perlakunya terbiasa menjilat!?
ga percaya? 
baca saja komen"" di chanel"" media milik pemerintah!",budaya indo feodal perlakunya terbiasa menjilat percaya baca komen chanel media milik pemerintah,Negatif
197,RioEditing -,"ayo pak ormas yg anarkis bubarkan, jangan ormas yg baik ajja yg di bubarkan, aneh",ayo ormas anarkis bubarkan ormas bubarkan aneh,Negatif
198,katnis cantik,"Hancur Bangsa ini kena ; UU 19- 19 . UU dana Covid .UU minerba . UU Omnibus law . UU 1946 . UU ITE psl karet 27.28. akibatnya marak pencurian , perampokan , Penganiayaan , pembunuhan .",hancur bangsa kena dana covid minerba omnibus law ite psl karet akibatnya marak pencurian perampokan penganiayan pembunuhan,Negatif
199,M Hairul M Rulsz,Inilah pecundang Indonesia,pecundang indonesia,Positif
200,PSAT,Betul. Yang perlu perbaikan sesuai keinginan MK. Waktunya 2 tahun.,perbaikan sesuai mk,Negatif
201,Sa Fitri,"Selamat  buat  investor...anda no. 1 du indonesia...
Biarlah kami jadi yg terbelakang saja",selamat investor nomor du indonesia biarlah terbelakang,Negatif
202,Ale Tok,"Maju terus pak de jokowi 
Semoga sehat slalu amin",maju adik jokowi semoga sehat amin,Positif
203,Yoss Prasetyo,"Bikin UU kagak mikir ,jgn bikin UU merugikan khalayak kecil semua orang jg butuh kehidupan layak di masa tua nya ,masa tua itu menikmati hasil dari masa mudanya yg bekerja di suatu perusahaan dimn dia bekerja.",bikin mikir bikin merugikan khalayak orang butuh kehidupan layak tua tua menikmati hasil mudanya perusahan dimn,Negatif
204,Saputra Irawan,silahkan tanggung jawab diakhirat,silahkan tangung diakhirat,Negatif
205,Brown Duke,Pak Jokowi kesejateraan yg sdh diatur lebih baik jgn dihapus pasalnya kalau mau mengatur itu ngatur yg lebih baik bukan dihapus,jokowi kesejateran diatur dihapus pasalnya mengatur ngatur dihapus,Negatif
206,lalu aji,"Aku gak ngerti apasih uu cipta kerja itu,,",mengerti cipta kerja,Positif
207,Ardhy21 Ardhy21,Uu bikin rusuh buruh indonesia.pembuat uu memang nya itu siapa,bikin rusuh buruh indonesia pembuat,Negatif
208,Slamet Sudaryanto N,mk tahu nggak...utk perijinan tumpang tindih ruwet membuat investor lari ke vietnam pilipina .... ntar banyak industri hengkang...pengangguran numpuk disalahin pak jokowi.... wis angel angel....banyak pejabat cuma pinter debat...teori mumpluk....kerjaan nol. Mudah2an 2024 ada yg kayak pak jokowi...sedikit bicara terbukti banyak hasil kemajuan pembangunan...membuat negara lain hormat pd Indonesia...,mk ngak perijinan tumpang tindih ruwet investor lari vietnam pilipina sebentar industri hengkang penganguran bertumpuk disalahin jokowi wis angel angel pejabat pinter debat teori mumpluk kerjan nol mudahan kayak jokowi bicara terbukti hasil kemajuan pembangunan negara hormat indonesia,Negatif
209,Jamal Ludin,Seharus nya di batalin pak Jokowi  RUU cipta kerja untuk rakyat indonesia.yg komen buzer bayaran cebong,seharus batalin jokowi cipta kerja rakyat indonesia komen buzer bayaran cebong,Negatif
210,Mohamed. Myhade Myhade,Doakan Bapak Peresiden kita ir jokowidodo agar selalu kuat langkahnya dan di jadikan amal baiknya di balas di akhirat jelak🤲🤲🤲🤲🤲🤲🤲🤲,doakan peresiden ir jokowidodo kuat langkahnya jadikan amal baiknya balas akhirat jelak,Negatif
211,BM123,Pro terhadap cukong2 dlam dan luar..!!,profesional cukong dlam,Negatif
212,Heziduhu Hia,"Lanjutkan terus Presiden,  MK coba-coba berpikir kadrun untuk menghambat pembangunan masiv yang dilakukan Presiden Jokowi. Ternyata juga di lembaga-lembaga seperti MK, MA dll telah terpapar virus kadrun. Be alert Presiden  !  Kadrun gentayangan di mana-mana.",lanjutkan presiden mk coba coba berpikir kadrun menghambat pembangunan masiv presiden jokowi lembaga lembaga mk ma terpapar virus kadrun be alert presiden kadrun gentayangan,Negatif
213,Asril,"Perserikatan buruh itu cuma kacung politik busuk denegara ini. 
Buruh yg keberatan dgn peraturan sebuah perusahaan silahkan cari yg lain,masih banyak orang butuh kerjaan",perserikatan buruh kacung politik busuk denegara buruh keberatan peraturan perusahan silahkan cari orang butuh kerjan,Negatif
214,Imamul Huda,Repormasi hrsnya ga ada KKN,repormasi hrsnya,Negatif
215,jefri kusumah,Di Indonesia untuk memajukan investasi dan penciptaan pekerjaan sebegini sulitnya padahal ini niat baik untuk kemajuan ketenagakerjaan.,indonesia memajukan investasi penciptan pekerjan sulitnya niat kemajuan ketenagakerjan,Negatif
216,Johnson dean yosep Johnson dean yosep,IKonstitusi kok bisa masih berlaku ???,ikonstitusi berlaku,Negatif
217,Rendy Lope,Mantab,mantab,Positif
218,Ahmad Zacky,"Maju trus pak jokowi...
Smkin bayak investasi. Smkin banyak perputaran uang di negara kita, smkin banyak pekerja bsa trserap...sya sgt memahami ini...
Tujuan bsar pak jokowi smoga bsa terealisasi....kami bangga dg bapak..",maju jokowi smkin bayak investasi smkin perputaran uang negara smkin pekerja trserap sya memahami tujuan bsar jokowi smoga terealisasi banga,Positif
219,David Sasax,Anda terlalu ceroboh tuan presiden,ceroboh tuan presiden,Positif
220,Dewi Kusdiati,"Pak Soal pajak bawa hp warga indonesia ama warga asing kok ada pajak klu Hpnya yg mahoyy...negara lain engga ada lho,saya Mau pulang jadi takut kena pajaknya mahal...tolong dihapus dong.kayanya diindonesia aja Dech yg ada pajak hp...🙏🙏🙏 mohon dicek balik ...",pajak bawa hp warga indonesia warga asing pajak klu hpnya mahoy negara enga pulang takut kena pajaknya mahal tolong dihapus kayaknya dindonesia deh pajak hp mohon dicek,Negatif
221,Lica Oto,"Maknya pak kalo bikin aturan dibaca dulu, kita rakyat mendukung bapak kalo pro rakyat, lah ini aturan jelas2 hanya menguntungkan salah satu pihak malah tetap lolos",maknya bikin aturan dibaca rakyat mendukung profesional rakyat aturan menguntungkan salah lolos,Negatif
222,You tube,Selamat ya generasi mudah kita akan ogkang2 kaki melihat tetangga kita megelolah hasil bumi kita setidaknya kita dapat lapagan kerja sebagai buruh kasar,selamat generasi mudah ogkang kaki tetanga megelolah hasil bumi lapagan kerja buruh kasar,Negatif
223,Ahiem 22,"saran buat pengusaha, klu buruh msh demo ga jelas pecat aj.. kita sdh lama menderita karna covit. msh aj demo ga jelas.. saya aj nganggur... tpi liat org demo tp ga jelas keuntungan nya buat ap.🙏🙏🙏🙏",saran pengusaha klu buruh demo pecat menderita covit demo ngangur lihat orang demo keuntungan,Negatif
224,Heriant Adi,pegang erat erat,pegang erat erat,Positif
225,Orang bawah,Alhamdulillah nasip pensiunan,alhamdulilah nasip pensiunan,Positif
226,gerday channel,Sehat sll pak Jokowi....,sehat sl jokowi,Positif
